nit_entidad,orden_entidad,num_contratos_1,num_contratos_2,num_contratos_3,val_contratos_1,val_contratos_2,val_contratos_3,val_contratos_media_1,val_contratos_media_2,val_contratos_media_3,val_contratos_median_1,val_contratos_median_2,val_contratos_median_3,val_contratos_desv_1,val_contratos_desv_2,val_contratos_desv_3,num_familias_dif_1,num_familias_dif_2,num_familias_dif_3,num_grupos_dif_1,num_grupos_dif_2,num_grupos_dif_3,num_contratistas_dif_1,num_contratistas_dif_2,num_contratistas_dif_3,b_cont_cerrada_1,b_cont_cerrada_2,b_cont_cerrada_3,pnum_ganadoras_1,pnum_ganadoras_2,pnum_ganadoras_3,b_adicion_tiempo_1,b_adicion_tiempo_2,b_adicion_tiempo_3,b_adicion_cuantia_1,b_adicion_cuantia_2,b_adicion_cuantia_3,IRCC,IRCCG,ine_coberturaNeta_1,ine_coberturaNeta_2,ine_coberturaNeta_3,ine_tasaDesercion_1,ine_tasaDesercion_2,ine_tasaDesercion_3,ine_tasaRepitencia_1,ine_tasaRepitencia_2,ine_tasaRepitencia_3,ine_tasaAnalfabetismo_3,ine_porcentajeAsistencia_3,ine_pruebaLecturaMatematicas_1,ine_pruebaLecturaMatematicas_2,ine_pruebaLecturaMatematicas_3,ine_pruebaLecturaCritica_1,ine_pruebaLecturaCritica_2,ine_pruebaLecturaCritica_3,inf_ingresos_m_1,inf_ingresos_m_2,inf_ingresos_m_3,inf_financiamiento_m_1,inf_financiamiento_m_2,inf_financiamiento_m_3,inf_regaliaspc_m_1,inf_regaliaspc_m_2,inf_regaliaspc_m_3,inf_nproyectos_m_1,inf_nproyectos_m_2,inf_nproyectos_m_3,inf_vproyectos_m_1,inf_vproyectos_m_2,inf_igpr_m_2,inf_igpr_m_3,inf_desempennofiscal_m_1,inf_desempennofiscal_m_2,inf_desempennofiscal_m_3,inf_peducacion_m_1,inf_peducacion_m_2,inf_peducacion_m_3,inf_psalud_m_1,inf_psalud_m_2,inf_psalud_m_3
891500736,5,168,359,284,5165920770,8586591081,13819964153,30749528.39285714,23918081.00557103,48661845.60915493,10500000,10000000,22019400,77567302.95643099,59521811.70178567,104693388.64493088,33,76,53,4,4,4,61,124,61,1,0,0,36.30952380952381,34.540389972144844,21.47887323943662,0,1,0,1,1,1,26.47022756018682,Medio,7563.5,7439.5,7829.5,520,309,397.5,146.5,131.5,107.5,1052,6811,4603.5,4456.5,4674,4618,4697.5,4879,27094865000,31182730000,38289840000,-567760000,-1400900000,-314400000,58191.08500000001,34990.875,78253.51,5,2,0,3673335614.99,587229532,52.5275,56.88625,67.505,66.83500000000001,68.85,10.21,8.989999999999998,7.215,60.045,60.455,63.94
891501676,5,286,0,881,34207214039,0,101045697868,119605643.49300699,0,114694322.21112372,43077360,0,39000000,213216000.30290952,0,237732630.98781002,1,0,62,4,0,5,142,0,223,0,0,0,49.65034965034965,0,25.312145289443816,0,0,1,0,0,0,11.491686500695094,Bajo,10241.5,10756.5,10611.5,259.5,187,243,480.5,351.5,299,0,0,5022,5153,5242,5000,5297,5420,291896515000,368193565000,437844395000,5315760000,-25527050000,60375995000,0,1643.75,27.745,2.5,4.5,3,10200596005.7,202146510.625,66.8875,71.7375,78.1,77.93,77.76,68.53,67.16499999999999,66.87,18.945,22.895,24.375
891580002,6,626,674,589,173435401131,217826074732,153782428156,277053356.43929714,323184087.13946587,261090709.94227505,63751600,41873402,51756000,744855953.4511377,1123330786.0444446,740162740.9717393,49,98,87,4,5,4,181,272,233,0,0,0,28.913738019169326,40.35608308605341,39.55857385398981,1,1,1,1,1,1,13.686015727069746,Bajo,10241.5,10756.5,10611.5,259.5,187,243,480.5,351.5,299,0,0,5022,5153,5242,5000,5297,5420,291896515000,368193565000,437844395000,5315760000,-25527050000,60375995000,0,1643.75,27.745,2.5,4.5,3,10200596005.7,202146510.625,66.8875,71.7375,78.1,77.93,77.76,68.53,67.16499999999999,66.87,18.945,22.895,24.375
891600061,5,0,0,11,0,0,110797880,0,0,10072534.545454545,0,0,6600000,0,0,6178078.378644939,0,0,1,0,0,1,0,0,11,0,0,1,0,0,100,0,0,0,0,0,0,30.322722649198926,Alto,8087.5,7633,8237,440.5,217.5,395.5,39.5,180,114,1097,8015,4418.5,4210.5,4359,4297.5,4563.5,4628,15651030000,17562255000,21264185000,1392165000,-1161485000,6029645000,179912.2,98610.88,248963.11,1,5,2,2127650493,3540304171.5,86.36125,71.97375,63.71,59.805,65.24,9.55,10.399999999999999,7.6000000000000005,33.535,35.084999999999994,38.085
891780056-0,4,0,325,218,0,1189809549,914273246,0,3660952.4584615384,4193913.972477064,0,1052000,1877300,0,11588097.569435135,9397350.608475098,0,41,33,0,4,4,0,135,107,0,0,0,0,41.53846153846154,49.08256880733945,0,0,1,0,0,1,9.658061766273812,Bajo,8298,7695,8465.5,323,150,268,94,408.5,98.5,1223,7172,4401.5,4190,4174,4371.5,4696.5,4689,21660170000,22542835000,29519950000,1129365000,74975000,1035800000.0000002,83682.88,60829.04,140900.36,1,5,3,2883496852,439341492,67.37875,73.77625,52.58,58.900000000000006,59.75,11.785,11.879999999999999,9.265,45.120000000000005,46.165,51.09
891780185,4,4,2526,4596,12665000,17422549668,82169959600,3166250,6897288.071258907,17878581.288076587,1645000,4050000,7420000,3400032.78170471,7842250.572372672,88258376.17070515,2,14,79,1,1,4,4,863,1247,0,1,1,100,34.16468725257324,27.132288946910354,0,1,0,0,1,1,4.977668037482383,Bajo,8756.5,8867.5,9701.5,337,319,375.5,144,99,102.5,0,0,4674.5,4656,4693,4794,5022,5085,545528575000,716442290000,815294000000,6235655000,65135765000,-7313865000,12590.455,8653.800000000001,32772.375,1,4.5,6,22109178256.75,0,67.10625,70.57875,79.35499999999999,79.005,74.24,63.415000000000006,61.94,62.1,25.055,28.615000000000002,29.130000000000003
891800231,5,575,1596,1298,117023194589,198939199907,283490783672,203518599.2852174,124648621.49561404,218405842.5824345,90000000,25599155,43336135,554626237.9681567,549092217.7039541,1349539852.9430714,41,105,96,4,4,4,286,466,508,0,0,0,49.73913043478261,29.19799498746867,39.13713405238829,1,1,1,1,1,1,12.643085028662528,Bajo,8450.5,8472,9491.5,184.5,201,178.5,647,577,365,0,0,5468.5,5657,5749,5358,5681,5767,202483875000,215136400000,260178505000,-18093400000,10745020000,-3125655000,21.11,8195.745,11.545,2,3,0,48242609901.58,0,57.25125,54.7325,77.455,77.24,77.84,70.77,72.505,70.58500000000001,16.61,17.28,18.975
891800335,7,251,284,255,2929417907,4470867900,6016226980,11670987.677290836,15742492.605633803,23593046.980392158,3600000,7083326,8428000,38242859.27584431,45206627.542905346,70391049.67912789,21,54,52,4,4,4,124,134,115,0,0,0,49.40239043824701,47.183098591549296,45.09803921568628,0,0,0,0,0,0,13.846813506025146,Bajo,8170,8169,10010,182,176,166,84,115.5,23.5,555,7283,5260,5374.5,5230,5051,5349,5199,23813935000,20949050000,27655500000,2312520000,3117495000,3296080000,127634.025,52801.15,29215.645,1,2,1,1743665437.69,215994029,65.39,65.41375,82.88499999999999,79.33000000000001,81.48,11.445,10.305,7.720000000000001,35.19,36.63,39.379999999999995
891800395,5,219,359,430,9080433460,16399573755,26453226931,41463166.484018266,45681263.94150418,61519132.39767442,10000000,15000000,11928000,105116372.87424599,102831865.1608903,254299201.98459876,26,57,65,4,4,4,132,147,162,0,0,0,60.273972602739725,40.947075208913645,37.67441860465116,1,1,1,1,1,1,21.402877166273363,Medio,9209.5,9269,9126,270.5,320.5,231,67,79.5,97,862,7236,5116,5234,5205,4949.5,5272,5212,22516610000,27715865000,30333840000,1144200000,-659905000,243800000,104186.805,137954.855,84449.84,2,3,1,500000000,1662712583.79,49.79,49.55875,76.525,76.935,77.23,9.67,9.005,7.365,44.47,45.67,49.754999999999995
891800570,5,1093,813,493,23550969926,25622598934,18540991185,21547090.508691676,31516111.8499385,37608501.38945233,9607516,12000000,18952000,57829639.108758636,87156438.13825077,95371276.55952299,3,4,1,4,2,1,299,284,209,1,1,1,27.355901189387012,34.932349323493234,42.393509127789045,1,1,0,1,1,0,9.580287337983153,Bajo,8846.5,8373.5,9133.5,423.5,478.5,409.5,140,77.5,120.5,815,7053,4655,4670.5,4723,4715,5038,5149,91695435000,65782705000,84762770000,-9852125000,14941750000,-8044180000,590822.985,173392.715,355963.565,1,19,10,27762476959.02,8849350927.87,60.55375,53.65625,79.335,76.75,74.45,14.205,12.235,8.365,49.78,51.019999999999996,56.235
891800611,6,584,550,342,23037201325,19712962176,22187688888,39447262.54280822,35841749.410909094,64876283.298245616,9167400,12056328.5,13500000,156797279.27301604,113945591.23422343,220482756.0586484,18,75,52,4,4,4,214,210,159,0,1,1,36.64383561643836,38.18181818181819,46.49122807017544,1,1,1,1,1,1,13.823132299266126,Bajo,11311.5,11498,10620,106.5,100,71,28,15,34,606,7736,5243,5523.5,5481,5107,5545,5454,13764605000,11000745000,12200715000,62440000,922615000,662855000,125383.04999999999,179397.58,42938.93,2,0,0,2227875238.1,0,70.14,73.015,70.69,63.495,67.73,7.195,6.98,5.355,29.625,31.345,34.97
891800644,5,109,153,168,1226169866,2758491125,4641985647,11249264.825688073,18029353.758169934,27630866.94642857,9500000,7661676,5450000,16722298.657918103,64494845.361105345,126279895.41349676,18,49,51,4,4,4,64,109,97,1,1,1,58.71559633027523,71.24183006535948,57.738095238095234,1,0,0,1,0,1,19.285692937049326,Medio,8846,9018,9177.5,187.5,210,210.5,122.5,12.5,13.5,815,7764,5132.5,5317.5,5326,5010.5,5298,5181,14501975000,15032255000,18542940000,884985000,-745810000,4353410000,139604.91,25039.275,80784.65,3,1,1,694817463,0,55.746249999999996,71.8775,71.25999999999999,72.7,74.89,7.995,7.609999999999999,5.13,35.15,34.42,37.230000000000004
891800857,5,56,129,113,715953963,1289452162,1264294546,12784892.19642857,9995753.193798449,11188447.309734514,12000000,5000000,6000000,9655610.944025338,11387642.267754184,12810691.78096135,2,46,48,4,4,4,36,63,53,0,0,0,64.28571428571429,48.837209302325576,46.902654867256636,1,1,1,1,1,1,20.535898563155154,Medio,10958,11105.5,11716,138.5,138.5,64,15.5,3,43.5,816,7970,5178,5434.5,5647,4927.5,5384,5439,10781835000,8832340000,10729020000,100345000,964340000,1124205000,243938.52500000002,36833.455,140086.635,1,2,2,12638158825.87,328628648,63.8375,78.01499999999999,71.185,66.08000000000001,65.23,8.04,7.47,5.4350000000000005,33.345,33.045,35.855
891800906,5,29,144,168,336169057,4086922894,6506503315,11592036.448275862,28381408.986111112,38729186.39880952,4000000,9307000,10000000,21638936.14030038,66785349.60379208,104969015.5518622,5,14,49,1,3,4,25,70,86,1,1,1,86.20689655172413,48.61111111111111,51.19047619047619,1,1,1,1,1,1,17.964465887537596,Medio,8580.5,8810.5,9614.5,109.5,130,230.5,53,118.5,106.5,352,6844,5257.5,5576.5,5493,5088.5,5394,5416,19552940000,20430310000,26549640000,102185000,1009145000,552135000,56716.884999999995,17912.825,16600.57,1,2.5,1,2076254243.3,492275846.87,65.40875,57.86875,83.08500000000001,84.02,84.66,9.145,8.34,6.175000000000001,31.735,34.535,38.724999999999994
891800982,5,63,190,260,1274453560,4683722610,7745911765,20229421.587301586,24651171.63157895,29791968.326923076,8000000,12000000,9100666.5,36514069.90859286,41294767.93590283,78826664.21644576,9,39,59,4,4,4,34,105,147,1,0,0,53.96825396825397,55.26315789473685,56.53846153846154,1,1,1,1,1,1,14.475788441313034,Bajo,8450.5,8472,9491.5,184.5,201,178.5,647,577,365,0,0,5468.5,5657,5749,5358,5681,5767,202483875000,215136400000,260178505000,-18093400000,10745020000,-3125655000,21.11,8195.745,11.545,2,3,0,48242609901.58,0,57.25125,54.7325,77.455,77.24,77.84,70.77,72.505,70.58500000000001,16.61,17.28,18.975
891850229-5,5,2874,4883,2931,88384806923,113452476774,142232694281,30753238.316979818,23234175.05099324,48527019.54315933,6072368,6072368,13800000,237511627.87810236,128768378.53709768,232212583.97160858,32,60,38,4,4,4,862,1342,1102,0,0,0,29.993041057759225,27.483104648781488,37.59808938928693,1,1,1,1,1,1,5.038982330247608,Bajo,10857.5,10375,10118.5,313.5,336,227.5,426,466.5,233,0,0,5024.5,5124.5,5198,4959,5220.5,5303,283906305000,247897735000,263000940000,47970835000,-16145275000,-15721085000,344127.815,130567.305,54967.1,9,19,13,196410326717.43,4186110093,61.786249999999995,61.755,80.32,73.54499999999999,70.92,71.38499999999999,71.15,70.78,17.83,19.305,20.86
891855039,6,509,694,572,55959388302,62800267145,78323460533,109939859.13948919,90490298.47982709,136929126.80594406,34468913,29321272.5,42193200,235748550.0935496,182067148.7191892,305666851.0517993,46,56,68,4,4,4,190,268,218,1,0,0,37.32809430255403,38.61671469740634,38.111888111888106,1,1,1,1,1,1,10.864806721795244,Bajo,10790.5,11349.5,11568,184,186.5,168,342.5,282.5,229.5,256,7779,5353.5,5611,5771,5281,5637.5,5760,116093575000,157790015000,178589745000,13409185000,2760985000,24370235000,2994.935,879.475,3381.015,1,4,2,6029297529.95,0,61.67857142857143,72.4557142857143,79.655,77.485,77.44,69.47999999999999,70.29499999999999,69.7,18.205,19.805,21.950000000000003
891855209,6,89,458,247,9789452260,6420024627,3253355077,109993845.61797753,14017521.019650655,13171478.044534413,8444491,5280000,6075000,642950682.4588002,48149737.79711522,20250571.78455993,26,53,31,4,5,4,72,161,82,1,1,1,80.89887640449437,35.1528384279476,33.198380566801625,1,1,1,1,1,1,18.990257892418406,Medio,10004.5,10037,9894,224,206,260,101,105.5,227.5,327,7851,5731.5,5829,6000,5388.5,5677,5729,32931835000,39038055000,40541115000,-3301510000,-2092715000,9644305000,49237.715,39317.725,41799.91,1,4.5,1,400683227,0,66.79125,57.93375,81.95,80.50999999999999,80.64,12.69,11.485,9.045,50.09,51.065,53.61
891855438,5,183,631,526,6722955960,423088525888,68812974010,36737464.26229508,670504795.385103,130823144.50570342,13200000,28599101,40000000,65944069.96452105,8525006012.956349,344284957.3318957,58,96,87,4,4,4,107,289,250,0,0,0,58.46994535519126,45.800316957210775,47.52851711026616,1,1,1,1,1,1,26.906008819466532,Medio,9569,9744.5,10074,173.5,162,139.5,606.5,603,311,227,7906,5688,5759,5845,5430,5712,5780,116217295000,130583295000,164198995000,3953715000,-1122135000,-9545380000,0,0,0,0,1.5,0,7800759518.43,0,0,0,79.1,76.47,76.32,71.855,71.955,72.285,16.825,18.47,19.555
891855439,5,48,34,0,185757900,257161547,0,3869956.25,7563574.911764706,0,2850000,4775000,0,4848615.170045376,4649764.689602002,0,10,11,0,2,1,0,31,33,0,1,1,0,64.58333333333334,97.05882352941177,0,0,0,0,0,0,0,12.332202679816936,Bajo,3495.5,3546.5,5181,93.5,135,84,0,0,0,1894,7995,4979.5,4896,5386,4784,4969,5347,10074385000,9376675000,10734570000,-1216860000,2236760000,1726480000,108848.75499999999,77118.29,0,1,3,1,262717986.13,0,64.07,63.5075,63.175,64.42,63.46,4.9399999999999995,2.88,2.0549999999999997,16.855,19.365000000000002,17.445
891855492,5,245,156,114,4835339678,2636426485,2392207385,19736080.318367347,16900169.775641024,20984275.307017542,9504000,9000000,11131400,32419732.017149653,23629730.957825504,43879804.09610126,26,37,40,5,4,4,150,95,71,1,1,1,61.224489795918366,60.89743589743589,62.28070175438597,0,0,0,0,0,0,8.767060847256005,Bajo,8579,8745,9133,372.5,282.5,262,259,436,289.5,852,7088,5016,5093,5229,4939,5305,5335,18291970000,22103290000,24820835000,-446225000,1798590000,1619635000,133102.1,51361.95,58181.9,0,7,0,1527097957.07,0,65.4775,62.88875,68.58000000000001,71.75,69.77,9.425,8.585,5.79,44.55500000000001,45.72,49.575
891855719,4,69,124,106,645096105,1735480470,7227751350,9349218.913043479,13995810.241935484,68186333.49056605,8988000,8429000,7250000,5875425.100462185,25134986.640797302,458379297.504288,7,19,29,1,4,4,64,82,58,0,1,0,92.7536231884058,66.12903225806451,54.71698113207547,0,0,1,0,1,1,29.016754641386118,Medio,7633,7683.5,8605,151,214.5,216,141,62.5,175.5,722,7284,5242,5333.5,5602,4964,5232,5388,9521285000,8209065000,11306535000,2094655000,56625000,153500000,56579.815,20625.39,126222.375,0,3,0,0,0,76.27333333333333,84.49,69.53,63.06,63.78,5.855,3.855,3.015,21.175,19.215,20.735
891900343,4,1,432,199,366364610,18687963052,20943132265,366364610,43259173.731481485,105241870.67839196,366364610,13948050,11400000,0,115387969.64882839,317849926.186772,1,66,65,1,4,4,1,176,86,0,0,0,100,40.74074074074074,43.21608040201005,0,0,0,0,0,0,24.502656300676254,Medio,7968.5,7556.5,7857.5,220,400,321.5,162.5,84.5,90,0,0,5083.5,5184.5,5164,5181,5414,5494,2505580260000,2912458835000,3280986750000,-130471915000,-79986230000,563739385000,11880.724999999999,27.195,23.965,0,4.5,7,13905911847.56,2486644548.88,71.77,0,79.875,80,81.13,63.730000000000004,61.1,60.99,22.85,26.494999999999997,27.075
891900367,5,303,732,870,5955488402,9950962126,12045545877,19655077.23432343,13594210.554644808,13845455.031034483,13800000,9000000,8886667,21692413.7996869,18684857.014924616,18866139.689602397,29,65,51,4,4,4,180,306,243,0,0,1,59.4059405940594,41.80327868852459,27.93103448275862,0,0,0,0,0,0,2.956409302135807,Bajo,7952.5,7622,7566,238.5,525,532.5,130.5,48,71.5,514,6339,4922.5,4935.5,4812,4979.5,5247,5254,23706120000,29370720000,36617195000,1266945000,1129000000,-1888860000,43171.45,11492.635,26128.145,0,2,1,1980066938.34,0,74.90125,76.618,70.335,70.985,72.05,10.4,9.135,8.024999999999999,58.155,58.495000000000005,60.39
891900390,5,397,692,500,2266209984,4567218147,6497287110,5708337.491183879,6600026.223988439,12994574.22,3510000,3500000,6835104,6754991.199576117,13443421.402512051,35459184.5368782,17,27,26,3,3,3,92,127,133,1,0,0,23.173803526448363,18.352601156069365,26.6,0,0,0,0,0,0,7.46993332368936,Bajo,9345.5,8983,7640,269.5,299.5,263.5,195.5,33.5,20,465,7032,4903,4754,4699,4948,5197.5,5161,14775900000,18018300000,20875390000,786195000,-1824115000,1159235000,56328.455,35894.32,28772.355,0,2.5,0,0,265260233,79.46000000000001,69.70857142857143,70.88499999999999,69.75999999999999,73.33,9.925,8.775,7.65,45.85,48.02,50.75
891900438,5,44,61,75,3348751203,2988903922,3504654609,76107981.88636364,48998424.95081967,46728728.12,17807600,12600000,12277337,163068083.78666744,168050675.5576448,144278586.17193073,22,21,19,4,4,4,34,39,34,0,1,1,77.27272727272727,63.934426229508205,45.33333333333333,0,0,0,0,0,0,32.7726135859934,Alto,4762.5,4679.5,5650.5,392,1020,1027.5,259,322,68.5,985,6546,4592,4444.5,4206,4783,4829,4790,9535010000,16262825000,22320180000,992955000,4459465000,-2823535000,38611.92,24428.97,47265.595,0,3,1,1307008628,853287766,73.81,65.33375,68.36,62.095,65.17,7.475,6.535,5.46,40.64,40.925,41.335
891900446,5,0,35,21,0,2794803576,1451047165,0,79851530.74285714,69097484.04761904,0,17217246,16920000,0,120669360.79237108,151940877.20368093,0,10,10,0,3,3,0,30,17,0,0,0,0,85.71428571428571,80.95238095238095,0,1,0,0,1,0,30.418259055322913,Alto,7968.5,7556.5,7857.5,220,400,321.5,162.5,84.5,90,0,0,5083.5,5184.5,5164,5181,5414,5494,2505580260000,2912458835000,3280986750000,-130471915000,-79986230000,563739385000,11880.724999999999,27.195,23.965,0,4.5,7,13905911847.56,2486644548.88,71.77,0,79.875,80,81.13,63.730000000000004,61.1,60.99,22.85,26.494999999999997,27.075
891900481,5,57,52,40,4151302845,2958425250,2084578681,72829874.4736842,56892793.26923077,52114467.025,14102126,20574000,9500000,203583954.7087163,85199754.75355303,94888933.84029445,16,18,12,3,3,2,36,35,24,1,0,1,63.1578947368421,67.3076923076923,60,1,0,0,0,1,0,31.904944975280667,Alto,9199.5,9019.5,8895,161.5,342.5,449,83.5,12.5,100,838,6753,4655.5,4688,4765,4741,5030,5113,12307495000,12991145000,18149715000,203415000,-138465000,57645000,106015.36,27331.165,86306.29000000001,1,2.5,2,10402124877,604748677,74.0025,84.49375,68.37,69.425,67.53,9.524999999999999,8.665,6.925,44.480000000000004,47.45,43
891900650,5,380,631,144,2310269677,2120678268,1174389186,6079657.044736842,3360821.343898574,8155480.458333333,5111000,2000000,3300000,7445871.584683545,5396462.3119276455,14438241.78318825,10,21,21,2,1,3,95,118,91,1,1,0,25,18.700475435816163,63.19444444444444,0,0,1,0,0,1,7.440785530987082,Bajo,9802.5,9968,8722,146.5,231.5,183,280.5,101,6,683,6999,4763,4763.5,4598,4859,5150,5047,23810525000,27933760000,34163525000,648580000,-1880900000,-295725000,63214.94499999999,33792.455,39746.525,0,4.5,1,837492462.8,0,64.26166666666667,68.59,78.305,77.25999999999999,79.83,9.89,9.27,6.76,44.765,46.7,45.34
891900732,5,167,222,205,2711026396,2371109111,2190580808,16233690.994011976,10680671.671171172,10685760.03902439,6588004,6210000,7172550,45606870.38640307,18163309.046910644,11457141.710154872,8,17,17,2,3,1,91,125,98,1,1,1,54.49101796407185,56.30630630630631,47.80487804878049,1,1,1,1,1,1,8.190392797127343,Bajo,10285.5,10444,9192.5,381,506.5,499,419.5,218.5,274,834,6899,4666.5,4509,4580,4777,4903,4950,15978740000,17094635000,21952620000,738080000,-952630000,-358310000,75033.75,50233.45,133242.39,3.5,1.5,0,466447280.7,0,69.03875000000001,85.33375,68.94999999999999,70.615,72.03,8.43,8.08,7.315,43.265,47.97,50.32
891900887,5,0,0,56,0,0,1641913012,0,0,29319875.214285713,0,0,15000000,0,0,42695037.45313086,0,0,11,0,0,3,0,0,23,0,0,1,0,0,41.07142857142857,0,0,0,0,0,0,44.60275941905691,Alto,5834.5,5264.5,6044,550,558.5,719.5,42,4,19,900,6996,4823.5,4558.5,4753,4986.5,5083,5134,8631310000,9190280000,10095825000,321590000,-580525000,-175785000,77440.315,60843.520000000004,91138.56,0,2.5,2,358032918,498838623.33,67.095,90.658,64.045,60.485,59.73,7.195,4.815,4.52,34.95,32.73,36.635000000000005
891901041,6,120,98,333,2996357495,1914194724,2705543073,24969645.791666668,19532599.224489797,8124753.972972973,6000000,6000000,5355000,76067200.78809123,84160868.09392829,13373843.487936728,30,20,32,5,4,4,55,71,128,1,1,1,45.83333333333333,72.44897959183673,38.43843843843844,1,1,1,1,1,1,15.397370317084228,Medio,6212.5,5706.5,5769.5,98.5,653.5,618.5,62,10.5,44.5,911,6241,4652.5,4675.5,4610,4800,5116.5,4908,13773980000,13796450000,15128595000,1460845000,-750490000,-2169170000,69011.54999999999,0,60146.26,0,2.5,2,595430039.41,281458673,68.55,86.74,72.565,68.76499999999999,69.6,7.640000000000001,6.654999999999999,5.87,37.5,36.33,37.485
891901061,4,0,113,70,0,1366149091,1080755049,0,12089814.96460177,15439357.842857143,0,8000000,10633724,0,18044467.334108453,18842954.087249923,0,27,8,0,4,2,0,57,42,0,1,1,0,50.442477876106196,60,0,1,0,0,1,0,15.462033054222738,Medio,9096,8243,7648.5,684,725.5,727.5,92.5,0,5,832,5839,4637,4687,4658,4719,5086,5107,7742420000,8646145000,11782645000,530815000,-146520000,1605890000,45797.26,44614.335,70378.12,0,3,4,2065292980.5,2224068365,79.62375,80.35875,64.425,63.870000000000005,59.51,7.0600000000000005,6.475,5.285,47.335,49.8,50.614999999999995
891901082,5,70,135,115,1220261580,1972514923,1923421730,17432308.285714287,14611221.651851851,16725406.347826088,5000000,4260000,4000000,40434066.26434011,29964778.94018999,46999411.69257732,17,33,24,4,4,4,43,35,28,0,0,0,61.42857142857143,25.925925925925924,24.347826086956523,0,0,0,0,0,0,37.13023483082393,Alto,7795.5,7610.5,7345,450.5,493.5,484.5,108.5,39,31.5,1112,6781,4520.5,4367.5,4450,4734.5,4787,5070,9478490000,9737970000,13277905000,529425000,-474210000,590695000,39512.1,26082.245,43339.15,0,2,2,300997170,0,70.97,87.3575,62.14,58.44,62.42,8.2,6.505,5.355,40.45,40.53,41.83
891901101,5,0,0,115,0,0,1314246731,0,0,11428232.44347826,0,0,6000000,0,0,14254481.734373214,0,0,14,0,0,4,0,0,31,0,0,0,0,0,26.956521739130434,0,0,1,0,0,1,29.026561778770734,Medio,7001.5,7010.5,7151,171,729.5,886,77,0,0,1286,6764,4549.5,4443,4559,4661,4850,4869,7910950000,8004520000,8657390000,1519655000,-244310000,-346505000,184313.805,0,178157.31,1,1,0,0,0,60.7225,72.12875,63.605,62.225,63.09,6.51,4.9350000000000005,4.455,35.435,35.185,37.225
891901123,4,173,490,435,1504749474,4721146571,7871352421,8697973.838150289,9634993.002040816,18095063.03678161,3749200,5753685,10400000,15973312.006225469,15847491.658459064,40200815.66121963,8,59,59,4,5,4,101,186,184,1,0,1,58.38150289017341,37.95918367346939,42.298850574712645,0,1,0,0,1,0,5.669312759028047,Bajo,8062,8353,7486,311.5,547.5,528.5,68,9.5,71,963,6847,4585.5,4588.5,4699,4761,4975,5126,13247890000,19213065000,22899935000,3213925000,-1139860000,-1150310000,62555.72,16967.635,68171.16,0,8,2,456815853.5,424039665,60.34125,75.83875,66.985,64.65,69.09,8.23,7.25,6.24,51.535,53.25,56.245
891901158,5,0,0,25,0,0,2867530900,0,0,114701236,0,0,70000000,0,0,133382091.10651949,0,0,19,0,0,4,0,0,22,0,0,0,0,0,88,0,0,0,0,0,0,25.960019699476458,Medio,9391.5,9068,8491.5,385,499,473,111.5,111,112.5,381,7154,4941.5,5093,5132,5090,5377.5,5468,214315265000,260710065000,283467875000,10867435000,-9240235000,4085260000,1436.74,430.785,0,1,2.5,2,3689129954,0,67.348,0,78.78,68.655,78.31,61.22,61.04,60.795,27.035,29.299999999999997,29.655
891901296,5,66,50,61,1185472533,2018094425,1808725855,17961705.045454547,40361888.5,29651243.524590164,8800000,10000000,13200000,29472268.85975634,134439833.92987734,57008760.16250794,2,24,24,4,4,4,49,35,43,1,1,1,74.24242424242425,70,70.49180327868852,1,1,1,1,1,1,17.44131292750089,Medio,9058,9250,8195,239,435.5,531,283,175.5,54,1249,7016,4807,4974,5196,4782.5,5303,5250,12122450000,12903470000,24303350000,-87250000,-742660000,-3280115000,174395.75,103804.73999999999,1188429.91,0,4.5,1,279493483.89,195585097,67.23,70.7675,65.4,61.224999999999994,66.85,8.205,7.35,6.29,48.135,51.129999999999995,56.230000000000004
89190745-8,5,0,150,193,0,3005361409,3715236474,0,20035742.726666667,19249929.917098444,0,4650000,4600000,0,70677370.72959012,73470204.0067474,0,36,28,0,4,3,0,76,76,0,1,1,0,50.66666666666667,39.37823834196891,0,1,0,0,1,0,21.222698142984644,Medio,9888.5,10044.5,9395.5,230.5,391.5,277,258.5,125,216.5,642,6705,4738,4737.5,4795,4898.5,5148,5111,13006485000,14959580000,18242175000,163115000,2917715000,429730000,31442.855,0,94493.63,0,5,2,0,0,81.255,75.77125,69.35,69.85,68.86,10.29,9.205,7.05,47.375,49.09,48.015
891982129,5,316,265,208,5176029412,3970008864,3982657165,16379839.911392406,14981165.524528302,19147390.216346152,6690000,6000000,9150000,50318856.65145273,35227091.15647627,40585062.494472586,22,26,25,4,4,2,175,131,108,1,0,1,55.379746835443036,49.43396226415094,51.92307692307693,1,1,1,1,1,1,7.1296362915212095,Bajo,6412.5,5944,6478.5,371,720.5,313,505,860.5,950,1535,6594,4601.5,4515,4320,4657,4867,4821,24468170000,22206505000,25041305000,1583475000,-3190660000,2175820000,321804.505,0,74.075,3.5,3,0,4710134902,0,60.78666666666666,67.58375,67.48,72.045,71.44,8.21,7.755000000000001,5.154999999999999,42.215,40.285,42.31
