codigo_entidad,ine_coberturaNeta_m,ine_tasaDesercion_m,ine_tasaRepitencia_m,ine_tasaAnalfabetismo_m,ine_porcentajeAsistencia_m,ine_pruebaLecturaMatematicas_m,ine_pruebaLecturaCritica_m
95015,6099.333333333333,282.3333333333333,190.33333333333334,712,7043,4851.8,4937.6
95025,4586.333333333333,322.1666666666667,55.666666666666664,726,6869,4583.4,4596.6
95200,3093,362.6666666666667,182.83333333333334,1024,7340,4531.8,4668.6
97000,6192,624.3333333333334,390.1666666666667,996,7019,4141,4377
97001,6298.333333333333,606.1666666666666,406.3333333333333,NA,NA,4158.6,4414.2
97161,7606.166666666667,593.5,216.5,1008,6957,4046.4,4272.6
97666,11051.166666666666,868.6666666666666,375.6666666666667,1518,7107,4201,4365.8
99000,7344.333333333333,765,554.6666666666666,1157,6484,4582.6,4739.8
99001,9760,809,436,NA,NA,4672.4,4850.8
99524,6050.166666666667,591.8333333333334,404.3333333333333,781,7156,4861,4970.8
99624,7514.5,626.5,294,786,7174,4862.8,4952.8
99773,7210,799.1666666666666,660,1369,7147,4214.6,4348.8
